Type	Filename	Filename with path	Base filename	Line	Column	Column(0 indexed)	Message level	Message number	Message number (4 digits)	Message text	Message help file	Verbose text	Rule	Group id
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	38	0	4294967295	1	5209	5209	 Use of basic type 'signed int'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	39	0	4294967295	1	5209	5209	 Use of basic type 'long'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	40	0	4294967295	1	5209	5209	 Use of basic type 'signed long'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	41	0	4294967295	1	5209	5209	 Use of basic type 'long int'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	42	0	4294967295	1	5209	5209	 Use of basic type 'signed long int'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	43	0	4294967295	1	5209	5209	 Use of basic type 'long long'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	44	0	4294967295	1	5209	5209	 Use of basic type 'long long int'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	45	0	4294967295	1	5209	5209	 Use of basic type 'signed long long'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	46	0	4294967295	1	5209	5209	 Use of basic type 'signed long long int'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	48	0	4294967295	1	5209	5209	 Use of basic type 'unsigned char'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	49	0	4294967295	1	5209	5209	 Use of basic type 'unsigned short'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	50	0	4294967295	1	5209	5209	 Use of basic type 'unsigned short int'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	51	0	4294967295	1	5209	5209	 Use of basic type 'unsigned'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	52	0	4294967295	1	5209	5209	 Use of basic type 'unsigned int'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	53	0	4294967295	1	5209	5209	 Use of basic type 'unsigned long'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	54	0	4294967295	1	5209	5209	 Use of basic type 'unsigned long int'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	55	0	4294967295	1	5209	5209	 Use of basic type 'unsigned long long'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	56	0	4294967295	1	5209	5209	 Use of basic type 'unsigned long long int'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	58	0	4294967295	1	5209	5209	 Use of basic type 'float'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	59	0	4294967295	1	5209	5209	 Use of basic type 'double'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	60	0	4294967295	1	5209	5209	 Use of basic type 'long double'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.06.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.06.c	Dir-04	68	0	4294967295	1	5209	5209	 Use of basic type 'float'.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5209.html	typedefs that indicate size and signedness should be used in place of the basic numerical types	M3CM Dir-4.6	4
++ WARNING ++	Dir-04.09.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Dir-04.09.c	Dir-04	20	75	74	1	3453	3453	 A function could probably be used instead of this function-like macro.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3453.html	A function should be used in preference to a function-like macro where they are interchangeable	M3CM Dir-4.9	4
++ WARNING ++	dir-0410-bad.h	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\dir-0410-bad.h	dir-0410-bad	15	59	58	1	883	0883	 Include file code is not protected against repeated inclusion	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\0883.html	Precautions shall be taken in order to prevent the contents of a header file being included more then once	M3CM Dir-4.10	6
++ WARNING ++	Rule-01.03.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-01.03.c	Rule-01	2	0	4294967295	1	5133	5133	 Comment delimiter /* or // found within comment.	C:\PRQA\QA-Framework-1.0.5\components\m3cm-1.0.3\doc-en_US\messages\5133.html	The character sequences /* and // shall not be used within a comment.	M3CM Rule-3.1	7
++ WARNING ++	Rule-01.03.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-01.03.c	Rule-01	341	16	15	1	3447	3447	 'obj0103' is being declared with external linkage but this declaration is not in a header file.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3447.html	An external object or function shall be declared once in one and only one file	M3CM Rule-8.5	7
++ WARNING ++	Rule-02.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.01.c	Rule-02	53	11	10	1	2880	2880	 This code is unreachable.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\2880.html	A project shall not contain unreachable code	M3CM Rule-2.1	7
++ WARNING ++	Rule-02.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.01.c	Rule-02	70	12	11	1	2882	2882	 This 'switch' statement will bypass the initialization of local variables.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\2882.html	A project shall not contain unreachable code	M3CM Rule-2.1	7
++ WARNING ++	Rule-02.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.01.c	Rule-02	72	20	19	0	1594	1594	 'm' declared here.			0.5	0
++ WARNING ++	Rule-02.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.01.c	Rule-02	72	15	14	1	3234	3234	 Declarations precede the first label in this 'switch' construct.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3234.html	All switch statements shall be well-formed	M3CM Rule-16.1	7
++ WARNING ++	Rule-02.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.01.c	Rule-02	73	7	6	1	2008	2008	 Code statements precede the first label in this 'switch' construct.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\2008.html	All switch statements shall be well-formed	M3CM Rule-16.1	7
++ WARNING ++	Rule-02.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.01.c	Rule-02	73	7	6	1	2880	2880	 This code is unreachable.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\2880.html	A project shall not contain unreachable code	M3CM Rule-2.1	7
++ WARNING ++	Rule-02.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.01.c	Rule-02	93	7	6	1	2880	2880	 This code is unreachable.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\2880.html	A project shall not contain unreachable code	M3CM Rule-2.1	7
++ WARNING ++	Rule-02.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.01.c	Rule-02	96	12	11	1	2744	2744	 This 'while' or 'for' loop controlling expression is a constant expression and its value is 'false'. The loop will not be entered.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\2744.html	A project shall not contain unreachable code	M3CM Rule-2.1	7
++ WARNING ++	Rule-02.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.01.c	Rule-02	98	7	6	1	2880	2880	 This code is unreachable.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\2880.html	A project shall not contain unreachable code	M3CM Rule-2.1	7
++ WARNING ++	Rule-02.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.01.c	Rule-02	101	9	8	1	2742	2742	 This 'if' controlling expression is a constant expression and its value is 'false'.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\2742.html	A project shall not contain unreachable code	M3CM Rule-2.1	7
++ WARNING ++	Rule-02.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.01.c	Rule-02	103	7	6	1	2880	2880	 This code is unreachable.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\2880.html	A project shall not contain unreachable code	M3CM Rule-2.1	7
++ WARNING ++	Rule-02.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.01.c	Rule-02	113	9	8	1	570	0570	 This switch case label of 'essential type' 'signed char', is not consistent with a controlling expression of essential type 'XX'.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\0570.html	The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category.	M3CM Rule-10.3	7
++ WARNING ++	Rule-02.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.01.c	Rule-02	113	9	8	1	1460	1460	 'Switch' label value, 3, not contained in enum type.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\1460.html	A project shall not contain unreachable code	M3CM Rule-2.1	7
++ WARNING ++	Rule-02.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.01.c	Rule-02	121	16	15	1	3219	3219	 Static function 'rule_0201b()' is not used within this translation unit.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3219.html	A project shall not contain unreachable code	M3CM Rule-2.1	7
++ WARNING ++	Rule-02.02.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.02.c	Rule-02	64	35	34	1	2980	2980	 The value of this function parameter is never used before being modified.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\2980.html	There shall be no dead code	M3CM Rule-2.2	7
++ WARNING ++	Rule-02.02.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-02.02.c	Rule-02	69	7	6	0	1585	1585	 Next set here.			0.5	0
